game,commence_time,bookmaker,team,decimal_odds,implied_prob,market,avg_decimal,rank,role,league
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,DraftKings,Green Bay Packers,1.68,0.5952380952380952,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,ESPN BET,Green Bay Packers,1.71,0.5847953216374269,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,Bally Bet,Green Bay Packers,1.7,0.5882352941176471,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,betPARX,Green Bay Packers,1.7,0.5882352941176471,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,BetRivers,Green Bay Packers,1.7,0.5882352941176471,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,BetMGM,Green Bay Packers,1.71,0.5847953216374269,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,MyBookie.ag,Green Bay Packers,1.7,0.5882352941176471,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,Hard Rock Bet,Green Bay Packers,1.69,0.591715976331361,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,BetUS,Green Bay Packers,1.71,0.5847953216374269,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,Bovada,Green Bay Packers,1.71,0.5847953216374269,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,Fliff,Green Bay Packers,1.65,0.6060606060606061,h2h,1.6999999999999997,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,BetUS,Green Bay Packers -2.0,1.87,0.53475935828877,spreads,1.87,1.0,favorite,americanfootball_nfl
Green Bay Packers vs Detroit Lions,2025-09-07 20:25:00+00:00,DraftKings,Over 46.5,1.85,0.5405405405405405,totals,1.85,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,DraftKings,Indianapolis Colts,1.89,0.5291005291005292,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,MyBookie.ag,Indianapolis Colts,1.88,0.5319148936170213,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,ESPN BET,Indianapolis Colts,1.95,0.5128205128205129,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,BetRivers,Indianapolis Colts,1.89,0.5291005291005292,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,betPARX,Indianapolis Colts,1.89,0.5291005291005292,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,Bally Bet,Indianapolis Colts,1.89,0.5291005291005292,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,Hard Rock Bet,Indianapolis Colts,1.91,0.5235602094240838,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,BetMGM,Indianapolis Colts,1.91,0.5235602094240838,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,Bovada,Indianapolis Colts,1.95,0.5128205128205129,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,Fliff,Indianapolis Colts,1.83,0.5464480874316939,h2h,1.8989999999999998,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,DraftKings,Miami Dolphins 1.5,1.85,0.5405405405405405,spreads,1.8250000000000002,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,ESPN BET,Miami Dolphins 1.5,1.8,0.5555555555555556,spreads,1.8250000000000002,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,DraftKings,Under 47.5,1.87,0.53475935828877,totals,1.87,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,ESPN BET,Under 47.5,1.83,0.5464480874316939,totals,1.87,1.0,favorite,americanfootball_nfl
Indianapolis Colts vs Miami Dolphins,2025-09-07 17:00:00+00:00,Bovada,Under 47.5,1.91,0.5235602094240838,totals,1.87,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,DraftKings,Jacksonville Jaguars,1.56,0.641025641025641,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,LowVig.ag,Jacksonville Jaguars,1.55,0.6451612903225806,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetOnline.ag,Jacksonville Jaguars,1.55,0.6451612903225806,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,ESPN BET,Jacksonville Jaguars,1.51,0.6622516556291391,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,MyBookie.ag,Jacksonville Jaguars,1.54,0.6493506493506493,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,Bally Bet,Jacksonville Jaguars,1.56,0.641025641025641,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,betPARX,Jacksonville Jaguars,1.56,0.641025641025641,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetRivers,Jacksonville Jaguars,1.56,0.641025641025641,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetMGM,Jacksonville Jaguars,1.53,0.6535947712418301,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,Hard Rock Bet,Jacksonville Jaguars,1.56,0.641025641025641,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetUS,Jacksonville Jaguars,1.56,0.641025641025641,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,Bovada,Jacksonville Jaguars,1.57,0.6369426751592356,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,Fliff,Jacksonville Jaguars,1.48,0.6756756756756757,h2h,1.5453846153846154,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,LowVig.ag,Jacksonville Jaguars -3.0,1.82,0.5494505494505494,spreads,1.8133333333333335,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetOnline.ag,Jacksonville Jaguars -3.0,1.79,0.5586592178770949,spreads,1.8133333333333335,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,Hard Rock Bet,Jacksonville Jaguars -3.0,1.83,0.5464480874316939,spreads,1.8133333333333335,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,DraftKings,Over 46.5,1.91,0.5235602094240838,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,LowVig.ag,Over 46.5,1.93,0.5181347150259068,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetOnline.ag,Over 46.5,1.91,0.5235602094240838,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,ESPN BET,Over 46.5,1.95,0.5128205128205129,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,MyBookie.ag,Over 46.5,1.91,0.5235602094240838,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,Bally Bet,Over 46.5,1.91,0.5235602094240838,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,betPARX,Over 46.5,1.91,0.5235602094240838,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetRivers,Over 46.5,1.91,0.5235602094240838,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetMGM,Over 46.5,1.87,0.53475935828877,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,Hard Rock Bet,Over 46.5,1.87,0.53475935828877,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,BetUS,Over 46.5,1.91,0.5235602094240838,totals,1.905,1.0,favorite,americanfootball_nfl
Jacksonville Jaguars vs Carolina Panthers,2025-09-07 17:00:00+00:00,Fliff,Over 46.5,1.87,0.53475935828877,totals,1.905,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,LowVig.ag,Kansas City Chiefs,1.61,0.6211180124223602,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,BetOnline.ag,Kansas City Chiefs,1.61,0.6211180124223602,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,MyBookie.ag,Kansas City Chiefs,1.57,0.6369426751592356,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,DraftKings,Kansas City Chiefs,1.59,0.6289308176100629,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,ESPN BET,Kansas City Chiefs,1.59,0.6289308176100629,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,BetRivers,Kansas City Chiefs,1.55,0.6451612903225806,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,betPARX,Kansas City Chiefs,1.55,0.6451612903225806,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,Bally Bet,Kansas City Chiefs,1.55,0.6451612903225806,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,Hard Rock Bet,Kansas City Chiefs,1.59,0.6289308176100629,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,BetMGM,Kansas City Chiefs,1.57,0.6369426751592356,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,BetUS,Kansas City Chiefs,1.61,0.6211180124223602,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,Bovada,Kansas City Chiefs,1.57,0.6369426751592356,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,Fliff,Kansas City Chiefs,1.51,0.6622516556291391,h2h,1.5746153846153847,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,ESPN BET,Los Angeles Chargers 3.5,1.8,0.5555555555555556,spreads,1.8,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,Fliff,Los Angeles Chargers 3.5,1.8,0.5555555555555556,spreads,1.8,1.0,favorite,americanfootball_nfl
Los Angeles Chargers vs Kansas City Chiefs,2025-09-06 00:00:00+00:00,ESPN BET,Under 46.5,1.83,0.5464480874316939,totals,1.83,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,ESPN BET,Houston Texans 3.5,1.77,0.5649717514124294,spreads,1.77,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,LowVig.ag,Los Angeles Rams,1.65,0.6060606060606061,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,BetOnline.ag,Los Angeles Rams,1.65,0.6060606060606061,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,DraftKings,Los Angeles Rams,1.65,0.6060606060606061,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,ESPN BET,Los Angeles Rams,1.69,0.591715976331361,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,Bally Bet,Los Angeles Rams,1.67,0.5988023952095809,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,betPARX,Los Angeles Rams,1.67,0.5988023952095809,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,BetRivers,Los Angeles Rams,1.67,0.5988023952095809,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,MyBookie.ag,Los Angeles Rams,1.62,0.6172839506172839,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,BetMGM,Los Angeles Rams,1.67,0.5988023952095809,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,BetUS,Los Angeles Rams,1.67,0.5988023952095809,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,Hard Rock Bet,Los Angeles Rams,1.65,0.6060606060606061,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,Bovada,Los Angeles Rams,1.67,0.5988023952095809,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,Fliff,Los Angeles Rams,1.61,0.6211180124223602,h2h,1.656923076923077,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,DraftKings,Over 43.5,1.87,0.53475935828877,totals,1.8966666666666665,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,ESPN BET,Over 43.5,1.91,0.5235602094240838,totals,1.8966666666666665,1.0,favorite,americanfootball_nfl
Los Angeles Rams vs Houston Texans,2025-09-07 20:25:00+00:00,Bovada,Over 43.5,1.91,0.5235602094240838,totals,1.8966666666666665,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Bally Bet,Las Vegas Raiders 3.0,1.85,0.5405405405405405,spreads,1.8450000000000002,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,betPARX,Las Vegas Raiders 3.0,1.85,0.5405405405405405,spreads,1.8450000000000002,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetRivers,Las Vegas Raiders 3.0,1.85,0.5405405405405405,spreads,1.8450000000000002,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Bovada,Las Vegas Raiders 3.0,1.83,0.5464480874316939,spreads,1.8450000000000002,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,DraftKings,New England Patriots,1.65,0.6060606060606061,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,LowVig.ag,New England Patriots,1.69,0.591715976331361,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetOnline.ag,New England Patriots,1.69,0.591715976331361,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,ESPN BET,New England Patriots,1.69,0.591715976331361,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Bally Bet,New England Patriots,1.7,0.5882352941176471,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,betPARX,New England Patriots,1.7,0.5882352941176471,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetRivers,New England Patriots,1.7,0.5882352941176471,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,MyBookie.ag,New England Patriots,1.7,0.5882352941176471,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetMGM,New England Patriots,1.71,0.5847953216374269,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Hard Rock Bet,New England Patriots,1.67,0.5988023952095809,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetUS,New England Patriots,1.69,0.591715976331361,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Bovada,New England Patriots,1.62,0.6172839506172839,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Fliff,New England Patriots,1.61,0.6211180124223602,h2h,1.6784615384615384,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,DraftKings,Over 43.5,1.93,0.5181347150259068,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,LowVig.ag,Over 43.5,1.93,0.5181347150259068,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetOnline.ag,Over 43.5,1.91,0.5235602094240838,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,ESPN BET,Over 43.5,1.87,0.53475935828877,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Bally Bet,Over 43.5,1.91,0.5235602094240838,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,betPARX,Over 43.5,1.91,0.5235602094240838,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetRivers,Over 43.5,1.91,0.5235602094240838,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,MyBookie.ag,Over 43.5,1.91,0.5235602094240838,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetMGM,Over 43.5,1.91,0.5235602094240838,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Hard Rock Bet,Over 43.5,1.91,0.5235602094240838,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,BetUS,Over 43.5,1.91,0.5235602094240838,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Bovada,Over 43.5,1.87,0.53475935828877,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New England Patriots vs Las Vegas Raiders,2025-09-07 17:00:00+00:00,Fliff,Over 43.5,1.87,0.53475935828877,totals,1.9038461538461537,1.0,favorite,americanfootball_nfl
New Orleans Saints vs Arizona Cardinals,2025-09-07 17:00:00+00:00,DraftKings,Arizona Cardinals,1.35,0.7407407407407407,h2h,1.3453846153846156,1.0,favorite,americanfootball_nfl
