fight,commence_time,bookmaker,fighter,decimal_odds,implied_prob,avg_decimal,rank,role
An Tuan Ho vs Eduardo Henrique,2025-09-03 00:40:00+00:00,BetOnline.ag,An Tuan Ho,2.15,0.46511627906976744,2.0999999999999996,3.0,underdog
An Tuan Ho vs Eduardo Henrique,2025-09-03 00:40:00+00:00,BetAnySports,An Tuan Ho,2.05,0.48780487804878053,2.0999999999999996,3.0,underdog
An Tuan Ho vs Eduardo Henrique,2025-09-03 00:40:00+00:00,BetOnline.ag,Eduardo Henrique,1.74,0.5747126436781609,1.74,2.0,underdog
An Tuan Ho vs Eduardo Henrique,2025-09-03 00:40:00+00:00,BetAnySports,Eduardo Henrique,1.74,0.5747126436781609,1.74,2.0,underdog
An Tuan Ho vs Eduardo Henrique,2025-09-03 00:40:00+00:00,BetOnline.ag,Over 2.5,2.49,0.4016064257028112,2.4450000000000003,4.0,underdog
An Tuan Ho vs Eduardo Henrique,2025-09-03 00:40:00+00:00,BetAnySports,Over 2.5,2.4,0.4166666666666667,2.4450000000000003,4.0,underdog
An Tuan Ho vs Eduardo Henrique,2025-09-03 00:40:00+00:00,BetOnline.ag,Under 2.5,1.59,0.6289308176100629,1.59,1.0,favorite
An Tuan Ho vs Eduardo Henrique,2025-09-03 00:40:00+00:00,BetAnySports,Under 2.5,1.59,0.6289308176100629,1.59,1.0,favorite
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetOnline.ag,Andreas Gustafsson Berg,1.83,0.5464480874316939,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,Fliff,Andreas Gustafsson Berg,1.77,0.5649717514124294,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,DraftKings,Andreas Gustafsson Berg,1.85,0.5405405405405405,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetUS,Andreas Gustafsson Berg,1.83,0.5464480874316939,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,Bally Bet,Andreas Gustafsson Berg,1.83,0.5464480874316939,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,betPARX,Andreas Gustafsson Berg,1.83,0.5464480874316939,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetRivers,Andreas Gustafsson Berg,1.83,0.5464480874316939,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,ESPN BET,Andreas Gustafsson Berg,1.8,0.5555555555555556,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,FanDuel,Andreas Gustafsson Berg,1.83,0.5464480874316939,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetAnySports,Andreas Gustafsson Berg,1.87,0.53475935828877,1.827,2.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetOnline.ag,Over 2.5,1.49,0.6711409395973155,1.4966666666666668,1.0,favorite
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,DraftKings,Over 2.5,1.51,0.6622516556291391,1.4966666666666668,1.0,favorite
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetUS,Over 2.5,1.49,0.6711409395973155,1.4966666666666668,1.0,favorite
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetOnline.ag,Rinat Fakhretdinov,2.0,0.5,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,Fliff,Rinat Fakhretdinov,1.91,0.5235602094240838,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,DraftKings,Rinat Fakhretdinov,1.98,0.5050505050505051,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetUS,Rinat Fakhretdinov,2.0,0.5,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,Bally Bet,Rinat Fakhretdinov,1.96,0.5102040816326531,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,betPARX,Rinat Fakhretdinov,1.96,0.5102040816326531,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetRivers,Rinat Fakhretdinov,1.96,0.5102040816326531,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,ESPN BET,Rinat Fakhretdinov,2.05,0.48780487804878053,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,FanDuel,Rinat Fakhretdinov,1.94,0.5154639175257733,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetAnySports,Rinat Fakhretdinov,1.87,0.53475935828877,1.9629999999999999,3.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetOnline.ag,Under 2.5,2.77,0.36101083032490977,2.6566666666666667,4.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,DraftKings,Under 2.5,2.5,0.4,2.6566666666666667,4.0,underdog
Andreas Gustafsson Berg vs Rinat Fakhretdinov,2025-09-06 18:15:00+00:00,BetUS,Under 2.5,2.7,0.37037037037037035,2.6566666666666667,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetOnline.ag,Benoit Saint-Denis,2.7,0.37037037037037035,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetMGM,Benoit Saint-Denis,2.7,0.37037037037037035,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,Fliff,Benoit Saint-Denis,2.6,0.3846153846153846,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,DraftKings,Benoit Saint-Denis,2.7,0.37037037037037035,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetUS,Benoit Saint-Denis,2.66,0.37593984962406013,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetRivers,Benoit Saint-Denis,2.6,0.3846153846153846,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,Bally Bet,Benoit Saint-Denis,2.6,0.3846153846153846,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,betPARX,Benoit Saint-Denis,2.6,0.3846153846153846,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,ESPN BET,Benoit Saint-Denis,2.7,0.37037037037037035,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,FanDuel,Benoit Saint-Denis,2.72,0.3676470588235294,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetAnySports,Benoit Saint-Denis,2.75,0.36363636363636365,2.6663636363636365,4.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetOnline.ag,Mauricio Ruffy,1.5,0.6666666666666666,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetMGM,Mauricio Ruffy,1.48,0.6756756756756757,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,Fliff,Mauricio Ruffy,1.43,0.6993006993006994,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,DraftKings,Mauricio Ruffy,1.49,0.6711409395973155,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetUS,Mauricio Ruffy,1.5,0.6666666666666666,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetRivers,Mauricio Ruffy,1.5,0.6666666666666666,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,Bally Bet,Mauricio Ruffy,1.5,0.6666666666666666,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,betPARX,Mauricio Ruffy,1.5,0.6666666666666666,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,ESPN BET,Mauricio Ruffy,1.5,0.6666666666666666,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,FanDuel,Mauricio Ruffy,1.44,0.6944444444444444,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetAnySports,Mauricio Ruffy,1.48,0.6756756756756757,1.4836363636363636,1.0,favorite
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetOnline.ag,Over 1.5,1.61,0.6211180124223602,1.6066666666666667,2.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,DraftKings,Over 1.5,1.6,0.625,1.6066666666666667,2.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetUS,Over 1.5,1.61,0.6211180124223602,1.6066666666666667,2.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetOnline.ag,Under 1.5,2.45,0.4081632653061224,2.3766666666666665,3.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,DraftKings,Under 1.5,2.3,0.4347826086956522,2.3766666666666665,3.0,underdog
Benoit Saint-Denis vs Mauricio Ruffy,2025-09-06 21:15:00+00:00,BetUS,Under 1.5,2.38,0.42016806722689076,2.3766666666666665,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetOnline.ag,Bolaji Oki,2.12,0.4716981132075471,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetMGM,Bolaji Oki,2.2,0.45454545454545453,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,Fliff,Bolaji Oki,2.2,0.45454545454545453,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,DraftKings,Bolaji Oki,2.14,0.4672897196261682,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetUS,Bolaji Oki,2.14,0.4672897196261682,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetRivers,Bolaji Oki,2.25,0.4444444444444444,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,Bally Bet,Bolaji Oki,2.25,0.4444444444444444,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,betPARX,Bolaji Oki,2.25,0.4444444444444444,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,ESPN BET,Bolaji Oki,2.15,0.46511627906976744,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,FanDuel,Bolaji Oki,2.14,0.4672897196261682,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetAnySports,Bolaji Oki,2.05,0.48780487804878053,2.171818181818182,3.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetOnline.ag,Mason Jones,1.76,0.5681818181818182,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetMGM,Mason Jones,1.69,0.591715976331361,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,Fliff,Mason Jones,1.61,0.6211180124223602,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,DraftKings,Mason Jones,1.74,0.5747126436781609,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetUS,Mason Jones,1.74,0.5747126436781609,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetRivers,Mason Jones,1.64,0.6097560975609756,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,Bally Bet,Mason Jones,1.64,0.6097560975609756,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,betPARX,Mason Jones,1.64,0.6097560975609756,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,ESPN BET,Mason Jones,1.74,0.5747126436781609,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,FanDuel,Mason Jones,1.68,0.5952380952380952,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetAnySports,Mason Jones,1.74,0.5747126436781609,1.6927272727272729,2.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetOnline.ag,Over 2.5,1.62,0.6172839506172839,1.62,1.0,favorite
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,DraftKings,Over 2.5,1.62,0.6172839506172839,1.62,1.0,favorite
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetUS,Over 2.5,1.62,0.6172839506172839,1.62,1.0,favorite
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetOnline.ag,Under 2.5,2.4,0.4166666666666667,2.3266666666666667,4.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,DraftKings,Under 2.5,2.24,0.4464285714285714,2.3266666666666667,4.0,underdog
Bolaji Oki vs Mason Jones,2025-09-06 20:45:00+00:00,BetUS,Under 2.5,2.34,0.4273504273504274,2.3266666666666667,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,DraftKings,Brad Tavares,1.43,0.6993006993006994,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,Fliff,Brad Tavares,1.38,0.7246376811594204,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,FanDuel,Brad Tavares,1.43,0.6993006993006994,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,betPARX,Brad Tavares,1.4,0.7142857142857143,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,Bally Bet,Brad Tavares,1.4,0.7142857142857143,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetRivers,Brad Tavares,1.4,0.7142857142857143,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetOnline.ag,Brad Tavares,1.47,0.6802721088435374,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,ESPN BET,Brad Tavares,1.44,0.6944444444444444,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetAnySports,Brad Tavares,1.47,0.6802721088435374,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetUS,Brad Tavares,1.48,0.6756756756756757,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetMGM,Brad Tavares,1.43,0.6993006993006994,1.43,1.0,favorite
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,DraftKings,Over 2.5,1.47,0.6802721088435374,1.51,2.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetOnline.ag,Over 2.5,1.53,0.6535947712418301,1.51,2.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetUS,Over 2.5,1.53,0.6535947712418301,1.51,2.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,DraftKings,Robert Bryczek,2.9,0.3448275862068966,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,Fliff,Robert Bryczek,2.8,0.35714285714285715,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,FanDuel,Robert Bryczek,2.8,0.35714285714285715,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,betPARX,Robert Bryczek,3.0,0.3333333333333333,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,Bally Bet,Robert Bryczek,3.0,0.3333333333333333,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetRivers,Robert Bryczek,3.0,0.3333333333333333,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetOnline.ag,Robert Bryczek,2.82,0.3546099290780142,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,ESPN BET,Robert Bryczek,2.85,0.3508771929824561,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetAnySports,Robert Bryczek,2.8,0.35714285714285715,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetUS,Robert Bryczek,2.74,0.36496350364963503,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetMGM,Robert Bryczek,2.9,0.3448275862068966,2.8736363636363635,4.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,DraftKings,Under 2.5,2.65,0.37735849056603776,2.6266666666666665,3.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetOnline.ag,Under 2.5,2.65,0.37735849056603776,2.6266666666666665,3.0,underdog
Brad Tavares vs Robert Bryczek,2025-09-06 16:45:00+00:00,BetUS,Under 2.5,2.58,0.38759689922480617,2.6266666666666665,3.0,underdog
Claudio Puelles vs Joaquim Silva,2025-09-14 03:30:00+00:00,BetOnline.ag,Claudio Puelles,2.2,0.45454545454545453,2.0725000000000002,2.0,underdog
Claudio Puelles vs Joaquim Silva,2025-09-14 03:30:00+00:00,DraftKings,Claudio Puelles,2.2,0.45454545454545453,2.0725000000000002,2.0,underdog
Claudio Puelles vs Joaquim Silva,2025-09-14 03:30:00+00:00,FanDuel,Claudio Puelles,1.98,0.5050505050505051,2.0725000000000002,2.0,underdog
Claudio Puelles vs Joaquim Silva,2025-09-14 03:30:00+00:00,Fliff,Claudio Puelles,1.91,0.5235602094240838,2.0725000000000002,2.0,underdog
Claudio Puelles vs Joaquim Silva,2025-09-14 03:30:00+00:00,BetOnline.ag,Joaquim Silva,1.71,0.5847953216374269,1.745,1.0,favorite
Claudio Puelles vs Joaquim Silva,2025-09-14 03:30:00+00:00,DraftKings,Joaquim Silva,1.7,0.5882352941176471,1.745,1.0,favorite
Claudio Puelles vs Joaquim Silva,2025-09-14 03:30:00+00:00,FanDuel,Joaquim Silva,1.8,0.5555555555555556,1.745,1.0,favorite
Claudio Puelles vs Joaquim Silva,2025-09-14 03:30:00+00:00,Fliff,Joaquim Silva,1.77,0.5649717514124294,1.745,1.0,favorite
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,FanDuel,David Mgoyan,1.6,0.625,1.5933333333333335,2.0,underdog
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,BetOnline.ag,David Mgoyan,1.59,0.6289308176100629,1.5933333333333335,2.0,underdog
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,BetAnySports,David Mgoyan,1.59,0.6289308176100629,1.5933333333333335,2.0,underdog
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,BetOnline.ag,Over 1.5,1.5,0.6666666666666666,1.5,1.0,favorite
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,BetAnySports,Over 1.5,1.5,0.6666666666666666,1.5,1.0,favorite
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,FanDuel,Tommy McMillen,2.4,0.4166666666666667,2.4166666666666665,3.0,underdog
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,BetOnline.ag,Tommy McMillen,2.45,0.4081632653061224,2.4166666666666665,3.0,underdog
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,BetAnySports,Tommy McMillen,2.4,0.4166666666666667,2.4166666666666665,3.0,underdog
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,BetOnline.ag,Under 1.5,2.74,0.36496350364963503,2.715,4.0,underdog
David Mgoyan vs Tommy McMillen,2025-09-03 00:15:00+00:00,BetAnySports,Under 1.5,2.69,0.3717472118959108,2.715,4.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,BetOnline.ag,Diego Lopes,3.1,0.3225806451612903,3.00625,2.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,DraftKings,Diego Lopes,3.05,0.3278688524590164,3.00625,2.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,BetRivers,Diego Lopes,2.95,0.3389830508474576,3.00625,2.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,Bally Bet,Diego Lopes,2.95,0.3389830508474576,3.00625,2.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,betPARX,Diego Lopes,2.95,0.3389830508474576,3.00625,2.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,FanDuel,Diego Lopes,2.9,0.3448275862068966,3.00625,2.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,ESPN BET,Diego Lopes,3.1,0.3225806451612903,3.00625,2.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,Fliff,Diego Lopes,3.05,0.3278688524590164,3.00625,2.0,underdog
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,BetOnline.ag,Jean Silva,1.4,0.7142857142857143,1.38875,1.0,favorite
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,DraftKings,Jean Silva,1.4,0.7142857142857143,1.38875,1.0,favorite
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,BetRivers,Jean Silva,1.4,0.7142857142857143,1.38875,1.0,favorite
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,Bally Bet,Jean Silva,1.4,0.7142857142857143,1.38875,1.0,favorite
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,betPARX,Jean Silva,1.4,0.7142857142857143,1.38875,1.0,favorite
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,FanDuel,Jean Silva,1.4,0.7142857142857143,1.38875,1.0,favorite
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,ESPN BET,Jean Silva,1.38,0.7246376811594204,1.38875,1.0,favorite
Diego Lopes vs Jean Silva,2025-09-13 23:00:00+00:00,Fliff,Jean Silva,1.33,0.7518796992481203,1.38875,1.0,favorite
Fares Ziam vs Kauê Fernandes,2025-09-06 19:00:00+00:00,BetRivers,Fares Ziam,1.3,0.7692307692307692,1.2975,1.0,favorite
Fares Ziam vs Kauê Fernandes,2025-09-06 19:00:00+00:00,Bally Bet,Fares Ziam,1.3,0.7692307692307692,1.2975,1.0,favorite
Fares Ziam vs Kauê Fernandes,2025-09-06 19:00:00+00:00,betPARX,Fares Ziam,1.3,0.7692307692307692,1.2975,1.0,favorite
Fares Ziam vs Kauê Fernandes,2025-09-06 19:00:00+00:00,FanDuel,Fares Ziam,1.29,0.7751937984496123,1.2975,1.0,favorite
